1,Tech expert says hidden iPhone setting doubles battery life,Mysterious object that appears in religious art that show Jesus really was magic
399,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Revealed: The key sign that indicates a woman might be a PSYCHOPATH
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_81.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_102.jpg
,Mollie a six-year-old Cocker Spaniel from Norwich developed a recurring cough shortly after returning home from a walk with her owners through the Norfolk countryside,Researchers from the University of Sao Paulo say that women who use minimal makeup are more likely to have this dark personality trait (stock image)
400,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_82.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_91.jpg
,The seeds resemble tiny arrowheads and can easily attach themselves to an animal's fur and burrow into the skin,Researchers had previously suggested Orkney (pictured) as this area has several advanced neolithic structures such as the Ring of Brodgar Skara Brae and the Stones of Steness (shown on map)
401,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_82.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_92.jpg
,The seeds resemble tiny arrowheads and can easily attach themselves to an animal's fur and burrow into the skin,nan
402,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_82.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_93.jpg
,The seeds resemble tiny arrowheads and can easily attach themselves to an animal's fur and burrow into the skin,During analysis in the lab (pictured) a previous study found a remarkable similarity with the Old Red Sandstone of the Orcadian Basin in northeast Scotland. Researchers had therefore thought that Orkney itself would be the most probable origin
403,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_82.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_94.jpg
,The seeds resemble tiny arrowheads and can easily attach themselves to an animal's fur and burrow into the skin,Stonehenge (pictured) is one of the most prominent prehistoric monuments in Britain
404,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_82.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_95.jpg
,The seeds resemble tiny arrowheads and can easily attach themselves to an animal's fur and burrow into the skin,Last month the plot thickened as scientists made a bombshell discovery that the stone circle's altar stone (pictured beneath two large sarsen stones) could be traced back to Scotland rather than Wales
405,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_82.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_96.jpg
,The seeds resemble tiny arrowheads and can easily attach themselves to an animal's fur and burrow into the skin,The origin of Stonehenge's iconic standing stones has baffled archaeologists for hundreds of years
406,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_82.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_97.jpg
,The seeds resemble tiny arrowheads and can easily attach themselves to an animal's fur and burrow into the skin,The stone (circled in red) is still likely to have come from the area that encompasses parts of Inverness Thurso Orkney and parts of Shetland
407,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_82.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_98.jpg
,The seeds resemble tiny arrowheads and can easily attach themselves to an animal's fur and burrow into the skin,Mineral analysis of the Orkney stones (pictured) reveals that the type of Old Red Sandstone in this area does not match that found in the altar stone
408,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_82.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_99.jpg
,The seeds resemble tiny arrowheads and can easily attach themselves to an animal's fur and burrow into the skin,The researchers analysed samples taken from Orkney's largest stone circle Ring of Brodgar (pictured) and others to see if it would be a match for the Stonehenge altar stone
409,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Revealed: The key sign that indicates a woman might be a PSYCHOPATH
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_82.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_101.jpg
,The seeds resemble tiny arrowheads and can easily attach themselves to an animal's fur and burrow into the skin,While most of these on-screen psychopaths are male studies have shown that female psychopaths are more common than we think. Pictured: Jodie Comer as Villanelle in Killing Eve
410,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Revealed: The key sign that indicates a woman might be a PSYCHOPATH
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_82.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_102.jpg
,The seeds resemble tiny arrowheads and can easily attach themselves to an animal's fur and burrow into the skin,Researchers from the University of Sao Paulo say that women who use minimal makeup are more likely to have this dark personality trait (stock image)
